 Subj,#,Title,Comp Numb,Sec,Instructor
CLBI,7491,Doctoral Dissertation Research,10899,R,"Wargo, Matthew James"
CLBI,7491,Doctoral Dissertation Research,12690,RR,"Krementsov, Dimitry N."
CLBI,7491,Doctoral Dissertation Research,10900,S,"Lounsbury, Karen M."
CLBI,7491,Doctoral Dissertation Research,12710,SS,"McKay, Stephanie Dawn"
CLBI,7491,Doctoral Dissertation Research,10901,T,"Mintz, Keith Peter"
CLBI,7491,Doctoral Dissertation Research,12718,TT,"Quenet, Delphine C"
CLBI,7491,Doctoral Dissertation Research,10902,U,"Toth, Michael John"
CLBI,7491,Doctoral Dissertation Research,12734,UU,"Kelm, Robert John"
CLBI,7491,Doctoral Dissertation Research,10903,V,"Howe, Alan "
CLBI,7491,Doctoral Dissertation Research,12974,VV,"Stafford, James M"
CLBI,7491,Doctoral Dissertation Research,10904,W,"Dostmann, Wolfgang "
CLBI,7491,Doctoral Dissertation Research,13005,WW,"Seward, David J."
CLBI,7491,Doctoral Dissertation Research,10905,X,"Teuscher, Cory "
CLBI,7491,Doctoral Dissertation Research,10906,Y,"Amiel, Eyal "
CLBI,7491,Doctoral Dissertation Research,13571,YY,"Weiss, Daniel "
CLBI,7491,Doctoral Dissertation Research,14464,YZ,"Di Genova, Bruno Martorelli "
CNSL,2010,The Helping Relationship,13914,A,"McCloud, Jessica Giovanna"
CNSL,6410,Diagnosis in School Counseling,14025,A,"Elliott, Anna H"
CNSL,6420,Assessment in School CNSLNG,14030,A,"Stoll, Miriam Freda"
CNSL,6450,Diagnosis in CMH Counseling,14032,A,"Elliott, Anna H"
CNSL,6520,Assessment in CMH Counseling,14034,A,"Stoll, Miriam Freda"
CNSL,6610,Practice of Mental Hlth Cnslng,14036,A,"Thacker, Nancy Elaine"
CNSL,6630,Counseling Practicum,14037,A,"Welkowitz, Julie Ann"
CNSL,6630,Counseling Practicum,14040,B,"Thacker, Nancy Elaine"
CNSL,6630,Counseling Practicum,15071,C,"Joshi, Aishwarya P"
CNSL,6630,Counseling Practicum,14059,D,"Elliott, Anna H"
CNSL,6630,Counseling Practicum,15772,E,"Hausheer, Robin Michelle"
CNSL,6760,Addictions Counseling,14048,A,"Schmidt, Suzanne L."
CNSL,6770,Diversity & Intersectionality,15027,A,"Joshi, Aishwarya P"
CNSL,6810,Counsel/Career&Lifestyle Dev,14051,A,"McKenna, Brittany A"
CNSL,6920,Group Counseling Experience,14056,A,"Phillips, Jennifer Hughes"
CNSL,6920,Group Counseling Experience,14056,A,"Phillips, Jennifer Hughes"
CNSL,6920,Group Counseling Experience,14057,B,"Luce, Aida "
CNSL,6920,Group Counseling Experience,14058,C,"Murray, Melissa E"
CNSL,6991,Counseling Internship,14053,A,"Griffin, Fiona Dorothy"
CNSL,6991,Counseling Internship,14054,B,"Welkowitz, Julie Ann"
CNSL,6991,Counseling Internship,14055,C,"Hausheer, Robin Michelle"
CNSL,6993,IS: Development GuidanceSchool,16027,A,"Voake, Devon Christine"
COMU,1020,Intro to Medical Imaging,12664,A,"Walsh, Ryan Robert"
COMU,1990,Coming of Age,15006,A,"Schlozman, Steven Cary"
COMU,2230,The Effects of Adversity,15015,A,"Althoff, Robert R."
COMU,2250,The Science of Happiness,13989,A,"Rosenfeld, Andrew Jacob"
COMU,2500,Sleep and the Brain,14824,A,"Shah, Dhruv "
COMU,2994,Teaching Assistantship,12072,A,"Copeland, William E"
COMU,2995,Undergraduate Research,12190,A,"Copeland, William E"
CRES,2991,Internship,15408,A,"Flores, Yolanda "
CRES,2993,Independent Study,15409,A,"Flores, Yolanda "
CRES,2995,Undergraduate Research,15410,A,"Flores, Yolanda "
CRES,3991,Internship,15411,A,"Flores, Yolanda "
CRES,3993,Independent Study,15413,A,"Flores, Yolanda "
CRES,3994,Teaching Assistantship,15412,A,"Flores, Yolanda "
CRES,3995,Undergraduate Research,15414,A,"Flores, Yolanda "
CRES,4994,Teaching Assistantship,15415,A,"Flores, Yolanda "
CS,1080,Intro to Web Site Dev,10806,A,"Erickson, Robert M."
CS,1080,Intro to Web Site Dev,11887,B,"Erickson, Robert M."
CS,1080,Intro to Web Site Dev,11728,OL1,"Erickson, Robert M."
CS,1210,Computer Programming I,11669,B,"Connolly, Samantha T"
CS,1210,Computer Programming I,10715,C,"Cafiero, Clayton Barnard"
CS,1210,Computer Programming I,13730,D,"Cafiero, Clayton Barnard"
CS,1210,Computer Programming I,14669,E,"Gungor, Murat "
CS,1210,Computer Programming I,13759,H,"Connolly, Samantha T"
CS,1210,Computer Programming I,12089,OL1,"Eddy, James Robert"
CS,1640,Discrete Structures,15173,A,"Marthaler, Laura D"
CS,1640,Discrete Structures,15051,B,"Dorais, Francois Gilbert"
CS,1640,Discrete Structures,12265,C,"Marthaler, Laura D"
CS,1870,Intro to Data Science,12700,A,"Martin, Jacob William"
CS,1870,Intro to Data Science,12701,B,"Martin, Jacob William"
CS,1993,Independent Study,15823,A,"Dion, Lisa A"
CS,1993,Independent Study,16082,B,"Dion, Lisa A"
CS,1993,Independent Study,16149,C,"Dion, Lisa A"
CS,1994,Teaching Assistantship,12513,A,"Erickson, Robert M."
CS,1994,Teaching Assistantship,12514,B,"Hibbeler, Jason "
CS,1994,Teaching Assistantship,13374,C,"Dion, Lisa A"
CS,1994,Teaching Assistantship,12515,D,"Horton, Jackie Lynn"
CS,1994,Teaching Assistantship,16023,E,"Connolly, Samantha T"
CS,1994,Teaching Assistantship,12516,F,"Eddy, James Robert"
CS,1994,Teaching Assistantship,16037,G,"Lee, Byung "
CS,1994,Teaching Assistantship,16085,H,"Gungor, Murat "
CS,1994,Teaching Assistantship,14543,I,"Cafiero, Clayton Barnard"
CS,2100,Intermediate Programming,10520,A,"Horton, Jackie Lynn"
CS,2100,Intermediate Programming,10520,A,"Horton, Jackie Lynn"
CS,2100,Intermediate Programming,12788,B,"Horton, Jackie Lynn"
CS,2100,Intermediate Programming,12788,B,"Horton, Jackie Lynn"
CS,2100,Intermediate Programming,13169,OL1,"Horton, Jackie Lynn"
CS,2210,Computer Organization,11726,A,"Eddy, James Robert"
CS,2210,Computer Organization,12266,B,"Eddy, James Robert"
CS,2240,Data Struc & Algorithms,10447,A,"Dion, Lisa A"
CS,2240,Data Struc & Algorithms,12267,B,"Dion, Lisa A"
CS,2250,Computability& Complexity,10717,A,"Cafiero, Clayton Barnard"
CS,2250,Computability& Complexity,14445,C,"Cafiero, Clayton Barnard"
CS,2300,Advanced Programming,12090,B,"Dion, Lisa A"
CS,2300,Advanced Programming,12091,C,"Dion, Lisa A"
CS,2480,Database Design for Web,13147,A,"Erickson, Robert M."
CS,2660,Cybersecurity Principles,14671,OL1,"Eddy, James Robert"
CS,2870,Basics of Data Science,13241,A,"Martin, Jacob William"
CS,2920,SL:Girls Who Code,12660,A,"Dion, Lisa A"
CS,2993,IS: MERN JS based,16131,B,"Erickson, Robert M."
CS,2994,Teaching Assistantship,15799,A,"Dion, Lisa A"
CS,2994,Teaching Assistantship,15881,B,"Cafiero, Clayton Barnard"
CS,2994,Teaching Assistantship,15966,C,"Horton, Jackie Lynn"
CS,3010,Operating Systems,12518,A,"Hibbeler, Jason "
CS,3020,Compiler Construction,12910,A,"Near, Joseph Paul"
CS,3050,Software Engineering,12176,A,"Hibbeler, Jason "
CS,3050,Software Engineering,12176,A,"Hibbeler, Jason "
CS,3060,Evolutionary Robotics,10718,A,"Bongard, Joshua "
CS,3220,Computer Architecture,10169,A,"Hibbeler, Jason "
CS,3240,Algorithm Design & Analysis,10170,A,"Hibbeler, Jason "
CS,3240,Algorithm Design & Analysis,12528,B,"Lee, Byung "
CS,3540,Machine Learning,13153,OL1,"Wshah, Safwan "
CS,3660,Network Secrty&Cryptography,14706,A,"Onaolapo, Jeremiah "
CS,3870,Data Science I - Pinnacle,12885,A,"Cheney, Nicholas Arthur"
CS,3880,Statistical Learning,14359,A,"Single, Richard "
CS,3920,Senior Seminar,10810,A,"Dion, Lisa A"
CS,3920,Senior Seminar,12519,B,"Dion, Lisa A"
CS,3930,Computing Career Preparation,12661,A,"Fosher, Holly R"
CS,3993,IS:Vaccine Hesitancy Research,15833,A,"Nowak, Sarah A"
CS,3993,IS:OS Design & Implementation,15916,B,"Hibbeler, Jason "
CS,3993,IS: Full Stack Development,16137,C,"Eddy, James Robert"
CS,3994,Teaching Assistantship,15797,A,"Dion, Lisa A"
CS,3995,Undergraduate Research,15788,A,"Skalka, Chris "
CS,3995,Undergraduate Research,16127,B,"Cheney, Nicholas Arthur"
CS,4996,Undergraduate Honors Thesis,15798,A,"Dion, Lisa A"
CS,4996,Undergraduate Honors Thesis,15830,B,"Hibbeler, Jason "
CS,4996,Undergraduate Honors Thesis,16126,C,"Cheney, Nicholas Arthur"
CS,4996,Undergraduate Honors Thesis,16145,D,"Skalka, Chris "
CS,4996,Undergraduate Honors Thesis,15812,OL1,"Bongard, Joshua "
CS,5060,Advanced Evolutionary Robotics,14688,A,"Bongard, Joshua "
CS,5220,Advanced Computer Architecture,14707,A,"Hibbeler, Jason "
CS,5540,Advanced Machine Learning,14690,OL1,"Wshah, Safwan "
CS,5870,Data Science I - Experience,14689,A,"Fudolig, Mikaela Irene D"
CS,5990,Advanced Algorithm Design,14992,A,"Hibbeler, Jason "
CS,5990,Advanced Algorithm Design,14993,B,"Lee, Byung "
CS,6391,Master's Thesis Research,15795,A,"Skalka, Chris "
CS,6391,Master's Thesis Research,16014,B,"Onaolapo, Jeremiah "
CS,6391,Master's Thesis Research,16026,C,"Near, Joseph Paul"
CS,6391,Master's Thesis Research,16141,D,"Wshah, Safwan "
CS,6391,Master's Thesis Research,16079,OL1,"Bongard, Joshua "
CS,6392,Master's Project Research,16022,A,"Near, Joseph Paul"
CS,6550,Usable Privacy and Security,14991,A,"Feng, Yuanyuan "
CS,6570,Social Computing Systems,15028,A,"Onaolapo, Jeremiah "
CS,6870,Data Science II,14974,A,"Bagrow, James P"
CS,6990,Data Mining,15172,B,"Lee, Byung "
CS,6990,Brain-Computer Interfaces,15691,C,"Jangraw, David "
CS,6993,IS:Proof Assistants and MPC,15806,A,"Skalka, Chris "
CS,6993,IS: Usability in Diff. Priv,16034,B,"Near, Joseph Paul"
CS,7491,Doctoral Dissertation Research,14372,A,"Near, Joseph Paul"
CS,7491,Doctoral Dissertation Research,14378,B,"Bongard, Joshua "
CS,7491,Doctoral Dissertation Research,14383,C,"Onaolapo, Jeremiah "
CS,7491,Doctoral Dissertation Research,14390,D,"Cheney, Nicholas Arthur"
CS,7491,Doctoral Dissertation Research,14466,E,"Wshah, Safwan "
CS,7491,Doctoral Dissertation Research,14540,F,"Lee, Byung "
CS,7491,Doctoral Dissertation Research,14559,G,"Hebert-Dufresne, Laurent "
CS,7491,Doctoral Dissertation Research,14560,H,"Skalka, Chris "
CS,7491,Doctoral Dissertation Research,14598,I,"Feng, Yuanyuan "
CS,7491,Doctoral Dissertation Research,14680,J,"Rizzo, Donna M."
CS,7491,Doctoral Dissertation Research,15922,K,"Danforth, Chris "
CSD,1200,Intro to Disordered Comm,10542,OL1,"Walberg, Julia C"
CSD,1220,Introduction to Phonetics,10545,OL1,"Walberg, Julia C"
CSD,1940,Dev of Spoken Language,12287,A,"Hutchins, Tiffany Lynne"
CSD,1940,Dev of Spoken Language,12665,B,"Hutchins, Tiffany Lynne"
CSD,2010,Speech & Hearing Science,11885,OL1,"Bauerly, Kimberly R"
CSD,2210,Adv Topics in Clin Aud & SLP,11725,A,"Adams, Elizabeth Jean"
CSD,2220,Clinical Phonetics,12520,A,"Benham, Sara Jayne"
CSD,2220,Clinical Phonetics,12782,L01,"Benham, Sara Jayne"
CSD,2220,Clinical Phonetics,12783,L02,"Benham, Sara Jayne"
CSD,2993,Independent Study,11730,A,"Bauerly, Kimberly R"
CSD,3200,Culture of Disability,10642,OL1,"Looby, Winnie "
CSD,3260,Working with Lang Disorders,12111,OL1,"Woolpert, Darin "
CSD,3620,Measurement of Comm Processes,12302,A,"Coderre, Emily Louisa"
CSD,3720,Hearing Rehabilitation,10641,A,"Adams, Elizabeth Jean"
CSD,3899,Autism Spect Dis:Assess&Interv,10799,A,"Prelock, Patricia A"
CSD,3899,Autism Spect Dis:Assess&Interv,11668,B,"Prelock, Patricia A"
CSD,3899,Autism Spect Dis:Assess&Interv,11744,C,"Prelock, Patricia A"
CSD,3899,Autism Spect Dis:Assess&Interv,11667,OL1,"Prelock, Patricia A"
CSD,3899,Autism Spect Dis:Assess&Interv,10801,ZRA,"Prelock, Patricia A"
CSD,3991,Internship,11746,A,"Cote, Sharon Lynn"
CSD,3991,Internship,11769,B,"Adams, Elizabeth Jean"
CSD,3994,Teaching Assistantship,11745,A,"Adams, Elizabeth Jean"
CSD,3994,Teaching Assistantship,15801,B,"Benham, Sara Jayne"
CSD,3994,Teaching Assistantship,11838,C,"Cannizzaro, Michael Steven"
CSD,3994,Teaching Assistantship,11837,D,"Bauerly, Kimberly R"
CSD,3994,Teaching Assistantship,12285,E,"Coderre, Emily Louisa"
CSD,3994,Teaching Assistantship,11840,F,"Prelock, Patricia A"
CSD,3994,Teaching Assistantship,12440,G,"Walberg, Julia C"
CSD,3995,Undergraduate Research,11836,A,"Cannizzaro, Michael Steven"
CSD,3995,Undergraduate Research,11835,B,"Bauerly, Kimberly R"
CSD,3995,Undergraduate Research,11834,C,"Hutchins, Tiffany Lynne"
CSD,3995,Undergraduate Research,11833,D,"Benham, Sara Jayne"
CSD,3995,Undergraduate Research,12249,E,"Prelock, Patricia A"
CSD,3995,Undergraduate Research,12286,F,"Coderre, Emily Louisa"
CSD,3995,Undergraduate Research,13012,H,"Velleman, Shelley "
CSD,6120,Intrdsc Sem Neurodev Disabil 2,10543,OL1,"Avila, Maria Mercedes"
CSD,6120,Intrdsc Sem Neurodev Disabil 2,10701,OLR,"Avila, Maria Mercedes"
CSD,6220,Clinic Practicum Study 2,10697,A,"Wilcox, Sarah Jean"
CSD,6250,Clinic Practicum Study 5,10802,A,"Kazenski, Danra M"
CSD,6250,Clinic Practicum Study 5,10802,A,"Kazenski, Danra M"
CSD,6250,Clinic Practicum Study 5,10802,A,"Kazenski, Danra M"
CSD,6250,Clinic Practicum Study 5,10802,A,"Kazenski, Danra M"
CSD,6250,Clinic Practicum Study 5,10802,A,"Kazenski, Danra M"
CSD,6250,Clinic Practicum Study 5,10802,A,"Kazenski, Danra M"
CSD,6260,Clinic Practicum Supplemental,10824,WC1,"Cote, Sharon Lynn"
CSD,6290,School Based Issues for SLPs,11991,A,"Wilcox, Sarah Jean"
CSD,6330,Assmt & Treatmt of Stuttering,13193,A,"Bauerly, Kimberly R"
CSD,6340,Swallowing Disorders,10654,A,"Shea, Krista Calano"
CSD,6350,Neurogenic Comm. Disorders 1,10787,A,"Cannizzaro, Michael Steven"
CSD,6385,Non-thesis Case Presentation,10691,A,"Bauerly, Kimberly R"
CSD,6385,Non-thesis Case Presentation,10691,A,"Bauerly, Kimberly R"
CSD,6385,Non-thesis Case Presentation,10691,A,"Bauerly, Kimberly R"
CSD,6385,Non-thesis Case Presentation,10691,A,"Bauerly, Kimberly R"
CSD,6385,Non-thesis Case Presentation,10691,A,"Bauerly, Kimberly R"
CSD,6385,Non-thesis Case Presentation,10691,A,"Bauerly, Kimberly R"
CSD,6385,Non-thesis Case Presentation,10691,A,"Bauerly, Kimberly R"
CSD,6385,Non-thesis Case Presentation,10691,A,"Bauerly, Kimberly R"
CSD,6385,Non-thesis Case Presentation,10691,A,"Bauerly, Kimberly R"
CSD,6385,Non-thesis Research,10970,C,"Cannizzaro, Michael Steven"
CSD,6385,Non-thesis Research,10971,D,"Bauerly, Kimberly R"
CSD,6385,Non-thesis Research,10972,E,"Hutchins, Tiffany Lynne"
CSD,6385,Non-thesis Research,10973,F,"Prelock, Patricia A"
CSD,6391,Master's Thesis Research,10966,B,"Cannizzaro, Michael Steven"
CSD,6391,Master's Thesis Research,10967,C,"Bauerly, Kimberly R"
CSD,6391,Master's Thesis Research,10968,D,"Hutchins, Tiffany Lynne"
CSD,6391,Master's Thesis Research,12337,E,"Coderre, Emily Louisa"
CSD,6460,Voice Disorders,13192,A,"Cote, Sharon Lynn"
CSYS,1993,IS:Text AnalysisofAudioDiaries,16016,OL1,"Nowak, Sarah A"
CSYS,5766,Gr Chaos Fractals&Dynmcal Syst,13298,A,"Danforth, Chris "
CSYS,5870,Data Science I - Experience,13791,A,"Fudolig, Mikaela Irene D"
CSYS,5990,Advanced Evolutionary Robotics,15601,A,"Bongard, Joshua "
CSYS,5990,Advanced Machine Learning,15604,OL1,"Wshah, Safwan "
CSYS,6391,Master's Thesis Research,12680,A,"Bates, Jason H."
CSYS,6391,Master's Thesis Research,12681,B,"Dodds, Peter "
CSYS,6391,Master's Thesis Research,12682,C,"Danforth, Chris "
CSYS,6391,Master's Thesis Research,12683,D,"Cheney, Nicholas Arthur"
CSYS,6391,Master's Thesis Research,12961,E,"Hebert-Dufresne, Laurent "
CSYS,6391,Master's Thesis Research,14377,F,"Young, Jean-Gabriel "
CSYS,6391,Master's Thesis Research,16146,G,"Patania, Alice "
CSYS,6392,Master's Project Research,12702,A,"Chen, Yolanda "
CSYS,6392,Master's Project Research,12740,B,"Dodds, Peter "
CSYS,6392,Master's Project Research,13027,C,"Danforth, Chris "
CSYS,6392,Master's Project Research,15910,D,"Hebert-Dufresne, Laurent "
CSYS,6713,Complex Networks,13299,A,"Dodds, Peter "
CSYS,6713,Complex Networks,14320,OL1,"Dodds, Peter "
CSYS,6990,Data Science II,15583,A,"Bagrow, James P"
CSYS,6990,Statistical Network Analysis,15600,B,"Young, Jean-Gabriel "
CSYS,6990,Social Computing Systems,15602,C,"Onaolapo, Jeremiah "
CSYS,6990,Convex Optimization,15603,D,"Almassalkhi, Mads R"
CSYS,7491,Doctoral Dissertation Research,12678,A,"Danforth, Chris "
CSYS,7491,Doctoral Dissertation Research,12684,B,"Dodds, Peter "
CSYS,7491,Doctoral Dissertation Research,12685,C,"Hebert-Dufresne, Laurent "
CSYS,7491,Doctoral Dissertation Research,12686,D,"Cheney, Nicholas Arthur"
CSYS,7491,Doctoral Dissertation Research,12722,E,"Beckage, Brian "
CSYS,7491,Doctoral Dissertation Research,12727,F,"Bates, Jason H."
CSYS,7491,Doctoral Dissertation Research,12731,G,"Dodds, Peter "
CSYS,7491,Doctoral Dissertation Research,13002,H,"Cockrell, Robert "
CSYS,7491,Doctoral Dissertation Research,16083,I,"Niles, Meredith Theresa"
CSYS,7491,Doctoral Dissertation Research,16084,J,"Benway, Karen "
CSYS,7491,Doctoral Dissertation Research,16098,K,"Bongard, Joshua "
CSYS,7491,Doctoral Dissertation Research,16110,L,"Williams, Brittany M"
CSYS,7491,Doctoral Dissertation Research,13170,O,"Onaolapo, Jeremiah "
CTS,6100,Conduct Clin&Translational Res,12892,OL1,"Rose, Gail Lynne"
CTS,6150,Report Clin&Translational Res,15738,OL1,"Fung, Mark K"
CTS,6250,Multi Analysis Clin&Trans Res,10448,OL1,"Pinckney, Richard G"
CTS,6391,Master's Thesis Research,12130,A,"MacLean, Charles Duncan"
CTS,6391,Master's Thesis Research,12563,B,"Littenberg, Benjamin "
CTS,7491,Doctoral Dissertation Research,11768,A,"Littenberg, Benjamin "
CTS,7491,Doctoral Dissertation Research,11032,B,"MacLean, Charles Duncan"
CTS,7491,Doctoral Dissertation Research,12989,C,"Kennedy, Amanda Giordano"
DNCE,1020,LASP:Environment&Performance,15508,A,"Barnett, Julian Junpei"
DNCE,1100,Contemporary: Foundations,14108,A,"Peoples-Clark, Julie Ann"
DNCE,1200,Movement & Improvisation,12294,A,"Higa, Paula G"
DNCE,1400,Ballet: Foundations,13139,A,"Waring, Abigail Lynn"
DNCE,1420,African Forms,12769,A,"Schimoler, Lynn Ellen"
DNCE,1500,Dance History & Legends,12770,A,"Higa, Paula G"
DNCE,1520,Asian Performance Traditions,15289,A,"Kim, Chong-Ho "
DNCE,1990,Embodied Anatomy,15341,A,"Peoples-Clark, Julie Ann"
DNCE,2100,Contemporary: Intermediate,14110,A,"Barnett, Julian Junpei"
DNCE,2400,Ballet: Intermediate,14112,A,"Waring, Abigail Lynn"
DNCE,2450,Musical Theatre Dance,14111,A,"Peoples-Clark, Julie Ann"
DNCE,2710,Dance Performance Practicum,12297,A,"Higa, Paula G"
DNCE,2710,Dance Performance Practicum,15706,C,"Peoples-Clark, Julie Ann"
DNCE,3991,Internship,15978,A,"Shimko, Robert "
DNCE,3993,Independent Study,15292,A,"Shimko, Robert "
DNCE,4500,Dance Senior Capstone,15293,A,"Barnett, Julian Junpei"
DNCE,4994,Teaching Assistantship,16089,OL1,"Shimko, Robert "
DNCE,4996,Honors,15460,A,"Shimko, Robert "
DPT,7030,Health Sys III-Business Mgt,12851,A,"Benedict, Tracy Marie"
DPT,7070,Pharmacology and Nutrition,15161,A,"Ouellette-Morton, Rebecca Hope"
DPT,7090,Foundations of Imaging for PT,15163,A,"Failla, Mathew J"
DPT,7120,Movement System II,15162,A,"Ouellette-Morton, Rebecca Hope"
DPT,7120,Movement System II,15162,A,"Ouellette-Morton, Rebecca Hope"
DPT,7160,Rehabilitation Technology,12863,A,"Feretti, Ann Marie "
DPT,7160,Rehabilitation Technology,12863,A,"Feretti, Ann Marie "
DPT,7200,Musculoskeletal Management I,12553,A,"Sargent, Elizabeth Jamison Lee"
DPT,7200,Musculoskeletal Management I,12553,A,"Sargent, Elizabeth Jamison Lee"
DPT,7510,Prof Formation/Leadrshp II-ICE,12554,A,"Smith, Paula Anne"
DPT,7510,Prof Formation/Leadrshp II-ICE,12554,A,"Smith, Paula Anne"
DPT,7530,Prof Form/Leadrshp IV-ICE/IPE,12745,A,"Ouellette-Morton, Rebecca Hope"
DPT,7990,Onc Rehab,15657,A,"Ouellette-Morton, Rebecca Hope"
DPT,7990,Sports Medicine,15659,C,"Failla, Mathew J"
DPT,7990,Integrative Hlth,15660,D,"Smith, Donna "
DPT,7990,Neuro Mgmt III,16017,E,"Smith, Donna "
DPT,7990,Neuro Mgmt III,16017,E,"Smith, Donna "
ECLD,1560,Lang Policy Issues Race&Sch,12853,C,"Richter, Elsa V"
ECLD,1560,Lang Policy Issues Race&Sch,13377,E,"Richter, Elsa V"
ECLD,1560,Lang Policy Issues Race&Sch,12854,OL1,"Ghemari, Arby Mohamed"
ECLD,2993,Independent Study,15885,A,"Richter, Elsa V"
ECLD,2994,Teaching Assistantship,16121,A,"Richter, Elsa V"
ECLD,3010,Developing Curric for ELs,12866,OL1,"Richter, Elsa V"
ECLD,3890,ELL Practicum,12867,A,"Ghemari, Arby Mohamed"
ECON,1400,Principles of Macroeconomics,10190,A,"Mathieu-Bolh, Nathalie "
ECON,1450,Principles of Microeconomics,10191,A,"Vizcarra, Catalina M"
ECON,1450,Principles of Microeconomics,10192,B,"Ramirez Harrington, Donna "
ECON,1450,Principles of Microeconomics,11748,C,"Solnick, Sara Justine"
ECON,2240,Game Theory,14788,A,"Solnick, Sara Justine"
ECON,2400,Macroeconomic Theory,10200,A,"Sakib, Abdullah Muhammad"
ECON,2450,Microeconomic Theory,10202,A,"Kankanamge, Anuruddha "
ECON,2510,Using Data for Economic Policy,14792,A,"Sakib, Abdullah Muhammad"
ECON,2700,Industrial Organization,15343,A,"Kankanamge, Anuruddha "
ECON,2800,Econ of Environmental Policy,14793,A,"Sakib, Abdullah Muhammad"
ECON,2991,Internship,15793,A,"Knodell, Jane E."
ECON,3100,Sustainability& Public Finance,14664,A,"Mathieu-Bolh, Nathalie "
ECON,3300,Topics in: Development Ec,15344,A,"Kankanamge, Anuruddha "
ECON,3500,Econometrics,14794,A,"Sakib, Abdullah Muhammad"
ECON,3993,IS:Marijuana Taxes and Policy,15931,A,"Mathieu-Bolh, Nathalie "
ECON,3993,IS:Devlpmnt US Airline Network,15973,B,"Sicotte, Richard A"
ECON,4200,Economic Behavior&Institutions,12881,A,"Vizcarra, Catalina M"
ECON,4500,Advanced Economic Analysis,12420,A,"Ramirez Harrington, Donna "
ECON,4996,Honors,15473,A,"Solnick, Sara Justine"
ECSP,2100,Indiv Prac for Inclusion,12521,A,"Meyer, Lori "
ECSP,3991,Internship: Student Teaching,13360,A,"Looney, Lindsay R"
ECSP,6100,Curriculum in ECSP,10320,A,"McDonough, Kara L"
